,Company,Job Title,Location,Rating,Salary,Description
226,"Mavensoft Technologies, LLC.",Business Data Analyst - SQL/SAS,"Portland, OR",,"68,000"," Mavensoft is looking for  Business Data Analyst SQL/SAS  in  Portland, Oregon  for 4 months contract. If you are interested and meet below requirements please email or apply online for immediate considerations with your salary expectations. Thank you for your time.  Job Title: Business Data Analyst - SQL/SAS Location: Portland, Oregon Duration: 4 months Skills:  Project management skills, planning, implementing, leading major complex and unique projects, data analysis, database marketing, statistical analysis, SQL or SAS.PGE customer data  Brief Job Description: This position is responsible for creating high customer and shareholder value by building, providing and improving customer-related data analysis services. Necessary Skills: Excellent analytical and problem-solving skills with critical thinking and capable of dealing with complex problems. Expert knowledge and at least 5 years experience in computer programming using SQL and/or SAS. Proficient oral and written communication skills and able to listen and ask probing questions to discern client requests and provide results in a concise manner. In-depth, comprehensive understanding of database marketing and statistical analysis processes and methodologies. Understanding of PGE customer data preferred. Experience using databases and analytical processes for customer/marketing related analytics highly desirable. Excellent project management skills; demonstrated success in planning, implementing, and leading major complex and unique projects to completion.  Please Apply Online. To learn more about Mavensoft visit us at www.mavensoft.com "
227,Worksource Oregon,Data Scientist - AWS Professional Services,"Portland, OR",,," Application Deadline: Open Until Filled Job Location: Portland  Date Posted: 08/31/2018 Hours Worked Per Week: 40  Shift:   Day Shift  Duration of Job: Full Time, more than 6 months You may contact this employer directly.  (Obtain the contact information to print or add to your jobs.)   Having difficulty using this button?  Job Summary: Data Scientist - AWS Professional Services  Location:  US-OR-Portland  Job ID: 572108 Company: :  Amazon Web Services, Inc.  Position Category:  Project/Program/Product Management--Technical  Job Description  Excited by using massive amounts of data to develop Machine Learning (ML) and Deep Learning (DL) models? Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI)? Eager to learn from many different enterprise's use cases of AWS ML and DL? Thrilled to be key part of Amazon, who has been investing in Machine Learning for decades, pioneering and shaping the world's AI technology?   At Amazon Web Services (AWS), we are helping large enterprises build ML and DL models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. Our Professional Services organization works together with our AWS customers to address their business needs using AI.   AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML or DL models, we'd like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers.   If you do not live in a market where we have an open Data Scientist position, please feel free to apply. Our Data Scientists can live in any location where we have a Professional Service office.   A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions. It will be a person who likes to have fun, loves to learn, and wants to innovate in the world of AI. Major responsibilities include:   Understand the customer's business need and guide them to a solution using our AWS AI Services, AWS AI Platforms, AWS AI Frameworks, and AWS AI EC2 Instances .   Assist customers by being able to deliver a ML / DL project from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models to deliver business impact to the organization.   Use Deep Learning frameworks like MXNet, Caffe 2, Tensorflow, Theano, CNTK, and Keras to help our customers build DL models.   Use SparkML and Amazon Machine Learning (AML) to help our customers build ML models.   Work with our Professional Services Big Data consultants to analyze, extract, normalize, and label relevant data.   Work with our Professional Services DevOps consultants to help our customers operationalize models after they are built.   Assist customers with identifying model drift and retraining models.   Research and implement novel ML and DL approaches, including using FPGA.   Basic Qualifications   A Bachelor or Masters Degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, S... For full info follow application link.   Amazon is an Equal Opportunity-Affirmative Action Employer ' Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation  Job Classification: Computer and Information Research Scientists  Access our   statewide   or   regional   occupation report for more information about wages,   employment outlooks, skills, training programs, related occupations, and more.  Compensation  Salary: Depending on Experience  Job Requirements  Experience Required: At least 7 years  Education Required: Bachelors Minimum Age: N/A  Gender: N/A"
228,HP Inc.,Senior Financial Analyst - Business Planning and Analytics,"Vancouver, WA",,"102,000","The position is responsible for leading Business Planning & Financial Analytics for Home Printing Solutions (HPS) organization, supporting leadership team of Business Unit (BU) General Manager and the head of BU finance. The job requires financial analysis of current product portfolio which would feed into planning for New Product Introductions (NPI) in outer years. The analysis would also serve as a starting point for bottoms-up financial planning that this position will lead. The key components required to be successful in this position are strategic thinking, ability to perform complex financial analysis, and strong communication skills. The analyst should also be a strong collaborator who can partner with different organizations BU finance, supply chain, customer support, region category, etc. to lead the planning process. Key responsibilities :  Build complex financial models that provide insights into margin profile of current portfolio with detailed analysis of cost structure. The model should have capability to perform bottoms-up financial planning and run sensitivity analysis for different inputs.  Partner with New Product Introduction (NPI) analysts and product management team to drive data-driven, highly accurate assumptions in product performance planning. Partner with supplies organization to create integrated product performance view of Hardware and Supplies. Develop various reports including profitability by business, region, and product segment and aid in using these reports to drive improvements in the business. These reports are done on a monthly and quarterly basis to closely monitor the business results. Perform variance analysis comparing actual performance to budget, last year, and forecast for the different areas of the business that you support. Fully participate in budgeting and forecasting processes. Use Strategic thinking and critical reasoning ability to question everything we do and drive business and team to greater heights. Strong communication skills are a must as this role will work with various levels of management, both in finance and the business, and must be able to clearly relay results of analytical projects as well as monthly and quarterly results. Drive improvements in the financial and reporting processes, and the quality of information provided to the business. Skills required include strong Excel, Access and PowerPoint knowledge with the aptitude to extract information from the existing business systems. Education and Experience Required: First level university degree with a focus in business or economics; advanced degree or accounting certification (e.g., CPA, MBA, CFA) preferred. Typically 6+ years of experience as a financial analyst preferred. Typically experienced in more than one finance function. Knowledge and Skills Required: Excellent financial modeling skills and critical reasoning ability Excellent understanding of accounting principles and financial analysis. Excellent analytical skills. Superior business application skills (e.g., Microsoft Excel). Superior communication and influencing skills. Superior teamwork skills Excellent business acumen. Excellent project management skills. Primary consideration will be given to candidates in Vancouver, WA #LI-POST"
229,Tektronix,Senior Financial Analyst,"Beaverton, OR",,"102,000"," We currently have an opening for a Senior Financial Analyst in our Solon, OH location supporting both the Keithley Instruments (Keithley) and Sonix Product Lines. This position is a primary finance business partner with the VP Keithley, Sonix & Strategic Growth Initiatives, Keithley General Manager, the Sonix VP of Global Marketing & Sales and other product line leaders. Responsibilities include driving business results, and forecasting, analyzing, and communicating business results and plans to management. The person filling this role will have the opportunity to develop through challenging assignments in a team environment while gaining great insight into product development and marketing operations. This role works closely with both the Keithley and the Sonix research & development and product marketing teams as well as the global finance organization.  Key Responsibilities: Leadership: Responsibility for the Keithley and Sonix financials in cooperation with the VP Keithley, Sonix & Strategic Growth Initiatives, Keithley General Manager and Sonix VP of Global Marketing & Sales. This includes: Preparing weekly and monthly financial management reporting, including variance analysis Developing monthly forecasting and yearly planning at both detail and summary levels  Creating overview analyses and executive summaries  Assisting in strategy development, including resource alignment and roadmap creation for execution Generating ad hoc analysis for strategic and operational initiatives Collaboration: Must work across organizational boundaries to drive continuous improvement, develop forecasts & plans, and complete projects in line with company and organizational strategy.  Operational: $200M revenue and $29M expense responsibility for an organization with approximately 210 associates in the US, China and Asia-Pac Provide strong business partnering with the VP Keithley, Sonix & Strategic Growth Initiatives, Keithley General Manager, Keithley Senior Director of Engineering and Sonix VP of Global Marketing & Sales Maintain a strong compliance environment Drive financial performance in a metric-oriented organization Direct and execute measurable actions to drive contribution margin improvements. Minimum Requirements Bachelor’s degree in Accounting/Finance required. MBA or Master’s degree in Accounting/Finance highly desired Minimum of three years of experience in accounting or financial analyst role required, prefer experience in a multinational accounting or finance reporting environment The successful candidate will also be able to demonstrate the following: Ability to build strong high-level executive and peer relationships in a team environment. Strong business acumen Intellectual curiosity Driver of operational improvements through use of FBS tools  Strong analytical and problem-solving skills, including ability to balance the achievement of short-term objectives (quarterly orders/sales objectives, expense management, etc.) with longer-term strategic and policy deployment goals Attention to detail to ensure accuracy in business results reporting, forecasting and planning  General knowledge of GAAP and technical accounting skills Proficiency in use of Microsoft Office Products  Due to US Department of Commerce export control regulations governing technical data of Tektronix products, Tektronix needs to know the citizenship of all its employees. Note that US Citizenship is not required for most positions. Hired candidates will be asked to bring proof of citizenship (passport, birth certificate, green card, visa or similar) on their first day of work. All employment offers are contingent upon successful completion of our pre-employment drug screening, background/criminal check, and if applicable a motor vehicle record search and/or financial record check. Candidates with less education/experience may be considered for other opportunities."
230,BBSI,Payroll Garnishment Analyst,"Vancouver, WA",,,"Job Description  JOB TITLE: Payroll and Garnishment Operations Analyst   FLSA CLASSIFICATION: Salaried Exempt To be determined   Incorporated in 1965, Barrett Business Services, Inc. (NASDAQ: BBSI) is a leading provider of business management solutions for small and medium-sized businesses. Our clients are located in 22 states and the District of Columbia, through a network of 55 branches located in California, Oregon, Washington, Idaho, Arizona, Nevada, Utah, Colorado, Maryland, Delaware and North Carolina. We are seeking a Senior Payroll Operations Analyst Lead to join our team at our corporate office, located in Vancouver, Washington. BBSI reported 2015 Revenue of $741 million and the company has been growing 15 to 20% annually. The company reported 2015 diluted EPS of $3.47.   Our employees are motivated through a compensation package that includes a competitive salary, profit sharing, full benefits packages, including health/life insurance and 401(K)/profit sharing plans.  POSITION SUMMARY:  The Payroll and Garnishment Operations Analyst is motivated by the success of BBSIs branches and internal teams. The primary objective of the position is to provide guidance and direction to field payroll teams and internal teams, primarily in the area of payroll, garnishments, taxation and reporting. The primary objective is to ensure effective, compliant and efficient payroll processing for roughly 235,000 employees in partnership with field payroll teams. This position will work closely with the Senior Payroll Operations Analyst to locate bottlenecks in payroll processing and identify areas of improvement in order to maintain efficiency.   This person must demonstrate solid understanding in all areas of payroll, including processing, reporting, systems, taxation of wages, wage and hour laws, time and attendance, garnishment processes, and operational best practices.   REPORTING RELATIONSHIPS: This position reports to the Lead Senior Payroll Operations Analyst and works in partnership with other operations positions, as well as providing direct support and accountability to field teams.  DUTIES AND RESPONSIBILITIES: Become an expert in BBSI payroll, timekeeping and HRIS systems and identify systems options to achieve better results for field teams and clients Provide guidance to roughly 200 BBSI payroll professionals located throughout the country on payroll processing, tax laws, systems issues and general troubleshooting in payroll, payroll systems, and garnishments Mentor the internal payroll and garnishment teams Perform voids, payroll adjustments, stop checks, check verifications, garnishments, W-2 and W-2c administration Audit pay codes and deduction codes for data integrity Evaluate current processes and work with the Senior Payroll Operations Analyst to increase efficiency and reliability of the Payroll Department End-of-day ACH/EFT/PosPay processes Enter and respond to garnishment orders Data entry and file maintenance Other duties, projects and responsibilities as assigned CORE TRAITS/COMPETENCIES: Results-oriented, accountable and highly organized Strong client service orientation Stakeholder mentality Embracing of change Innately curious Highly ethical Detail oriented and quality driven High emotional intelligence and effective influencer and communicator  · Highly organized with the ability to efficiently and accurately complete tasks on time with minimal supervision  SPECIAL REQUIREMENTS: Minimum 7 years of payroll experience in a fast-paced, multi-state, demanding environment Customer service experience strongly preferred Systems orientated including proficiency in MS Excel Knowledge of wage and hour laws, garnishment laws, and taxability of wages Solid understanding of the payroll lifecycle, amendments, and payroll deductions Professional appearance and demeanor Bachelors degree required; CPP, FPC designation or MBA is a plus Extensive third-party payroll experience a plus  Company DescriptionBBSI is a leading provider of business management solutions, combining human resource outsourcing and professional management consulting to create a unique operational platform. Our integrated platform is built upon expertise in payroll, employee benefits, workers' compensation coverage, risk consultation and workplace safety programs, human resource consultation and recruiting. BBSI's partnerships help business owners to focus on their business by eliminating organizational complexity and bringing predictability to the management of their business."
231,PeaceHealth,Senior Financial Analyst - Reimbursement Services,"Vancouver, WA",,"86,000","PeaceHealth is seeking a Senior Financial Analyst - Reimbursement Services for a 1.0 full time equivalent Exempt position.  This position will be working Day shift with shift durations of 8 Hours.   Req ID: 164633      JOB SUMMARY  Provides support to assigned internal customer’s business and operational needs, supporting and furthering their goals and priorities within the context of the goals and priorities of the organization and the mission and values of PeaceHealth. Responsible for providing credible and understandable financial analyses and guidance that enhance decision making of assigned internal customers. Collects, analyzes and prepares financial data, analyzes fiscal accounting and related systems, regulatory submissions, fiscal presentations for budget and reimbursement, and financial feasibility studies.       ESSENTIAL FUNCTIONS Interprets results of clinical data to explain financial outcomes. Defines clinical and operational impacts. Translates operational impacts into financial components. Calculates financial implication to quantify data. Provides dissemination of financial information to promote clarity of understanding, effective operational decision making, and ensure an understanding of the financial ramifications of decision alternatives. Develops and monitors defined metrics that support regional and system wide parameters and in accordance with the planning calendar. Develops and maintains business partner relationships including a detailed understanding of the business units/programs being served as applicable. Provides ongoing financial and variation analysis that will assist management in enhancing operations. Performs data validation and process verification to ensure accuracy and appropriateness of reported information. Prepares special studies which analyze a specific part of the operations as directed. Completes projects to facilitate and enhances the decision making. Prepares and presents financial information to management as requested. Provides financial education as needed or requested. Performs other duties as assigned.     QUALIFICATIONS EDUCATION: Bachelor’s degree in Accounting, Finance, Business Administration or related field required. MBA is preferred.   EXPERIENCE/TRAINING: Minimum of five years’ progressive experience in an accounting or financial analyst role required. Experience in Healthcare is preferred. Familiarity with computerized accounting systems required. PC spreadsheet experience is required.   LICENSE/CERTIFICATION: CPA preferred.     OTHER SKILLS: Demonstrated ability to act in a consulting capacity Ability to formulate and operationalize new concepts and ideas for improvement Demonstrated ability to work collaboratively with multiple demands and short time frames Strong organizational skills and self motivated Strong analytical, critical thinking and problem solving skills and the ability to make objective assessments Strong communication skills, both verbal and written Proficient level of technical expertise with various software applications and tools, i.e. Microsoft Suite, Internet browsers, and databases   EGION/LOCATION SPECIFIC NOTES Systems Services: Provides financial planning support to assigned internal customers related to cost accounting and service line profitability Maintains cost accounting system and reports Analyzes, prepares and presents service line, cost accounting and/or detailed patient information and reports to management and/or senior leadership Provides training to cost accounting system users and ongoing customer services     SYSTEM – PHYSICAL / COGNITIVE REQUIREMENTS: Work requires fairly light physical exertion from up to 65% of the time. Ability to lift objects weighing 30 lbs. or less. Work is performed under normal working conditions with adequate lighting and ventilation. Job duties frequently require intense concentration and attention to detail (up to 65% of work time).      Please apply online to be considered. For full consideration of your skills and abilities, please attach a current resume with your application.      About PeaceHealth      PeaceHealth, based in Vancouver, Wash., is a not-for-profit Catholic health system offering care to communities in Washington, Oregon, and Alaska. PeaceHealth has approximately 16,000 caregivers, a multi-specialty medical group practice with more than 900 providers and 10 medical centers serving both urban and rural communities throughout the Northwest. In 1890, the Sisters of St. Joseph of Peace founded what has become PeaceHealth. Today, PeaceHealth is the legacy of its founding Sisters and continues with a spirit of respect, stewardship, collaboration and social justice in fulfilling its Mission.        We offer competitive compensation, a robust benefits package and a collaborative, Mission-driven work environment! To learn more about working at PeaceHealth and the Vancouver community please visit our homepage: www.peacehealth.org/careers.       Get a feeling for the Spirit of PeaceHealth through this three-minute video, and visit us on Facebook or LinkedIn!       Questions? Review our Employment FAQ or email Recruitment@peacehealth.org. Please note this email does not accept resumes or applications.      Location:  Vancouver, Shared Services Center (802)  Job Category:  Business, Administrative & Facilities   Shift:  Day  Shift Length:  8 Hours  FTE:  1.0  Work Type:  Full Time  Required Certifications/Licensure:       PeaceHealth is committed to providing equal employment opportunities to all qualified job applicants and employees without regard to the following statuses: protected veteran; qualified individual with a disability; race; ethnicity; religion; gender; pregnancy; gender identity; national origin; age; genetic information; sexual orientation; or any other protected status in accordance with local, state, or federal laws.       The above information is intended to indicate the general nature and level of work performed by this position. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities, and qualifications required of caregivers assigned to this job.       Posting Notes: Vancouver || Business, Administrative & Facilities || Accounting & Finance || Full Time || FINANCE SVCS"
232,Bank of the West,Credit Analyst/Bus Banking Relationship Ofcr,"Portland, OR",,"57,000","Description What sets Bank of the West apart from other banks is our team membersthey embody the optimistic spirit of the West. There is a spirit here that drives us to do more. Our team of more than 10,000 employees is vital to the success of our Bank. They reflect our modern western valuesstraightforward, entrepreneurial and optimistic. We seek to create a corporate culture that fosters and rewards excellence, encourages creative thinking and respects diversity an environment where team members are engaged, supportive of one another and enthusiastic about serving our customers. Bank of the West offers the stability of a company that has a 135 year history and is part of BNP Paribas, a European leader in global banking and financial services and one of the 6 strongest banks in the world. We offer opportunities across our diverse business lines Retail Banking, Commercial Banking, National Finance, and Wealth Management.   Job Description Summary  Responsible for contributing to unit's growth and profitability by providing marketing, portfolio management and credit support for senior relationship managers and relationship managers. May manage a portfolio of less complex relationships. Generally targets companies with sales of less than $50 million   Essential Job Functions  Provides historical financial analysis for CRs and other purposes.  Maintains credit compliance including monitoring documentation and providing regular financial analysis. Identifies potential problem loans.  Prepares CRs.  Prepares all internal documentation required.  Prepares financial models including obtaining and analyzing all necessary financial data using specialized commercial credit analysis software.  Researches market for prospective clients. May prepare business development plan. Makes joint calls on customers and prospects.  Prepares marketing materials and participates in presentation.  May manage a portfolio of less complex commercial banking relationships providing consultative advice and products and services to meet customers needs and enhance and expand banking relationships.  Other Job Duties  Promotes good customer relations and identifies opportunities to refer customers and/or potential customers to other units of the bank to provide cross-sell opportunities that meet the Banks and customers needs.  Performs other duties as assigned.  *LI-TW1  Qualifications  Required Experience  Requires advanced knowledge of job area typically obtained through advanced education combined with experience.  May have practical knowledge of project management.  Education  Bachelor's Degree  Skills  Some experience in commercial lending.  Some knowledge of commercial lending policies, procedures, practices and documentation.  Good knowledge of accounting, financial statement and cash flow analysis, and financial model analysis and presentation.  Fundamental knowledge of financial services used by commercial customers.  Limited knowledge of capital markets.  Documentation knowledge.  Financial analysis skills.  Written and verbal communication skills.  Equal Employment Opportunity Policy  Bank of the West is an Equal Opportunity employer and proud to provide equal employment opportunity to all job seekers without regard to any status protected by applicable law. Bank of the West is also an Affirmative Action employer - Minority / Female / Disabled / Veteran.   Bank of the West will consider for employment qualified applicants with criminal histories pursuant to the San Francisco Fair Chance Ordinance subject to the requirements of all state and federal laws and regulations."
233,Worksource Oregon,Credit Analyst/Bus Banking Relationship Ofcr,"Portland, OR",,," Application Deadline: Open Until Filled Job Location: Portland  Date Posted: 09/07/2018 Hours Worked Per Week: Not Provided  Shift:   Not Provided  Duration of Job: Either Full or Part Time, more than 6 months You may contact this employer directly.  (Obtain the contact information to print or add to your jobs.)   Having difficulty using this button?  Job Summary: **Credit Analyst/Bus Banking Relationship Ofcr** **Description** What sets Bank of the West apart from other banks is our team members-they embody the optimistic spirit of the West. There is a spirit here that drives us to do more. Our team of more than 10,000 employees is vital to the success of our Bank. They reflect our modern western values-straightforward, entrepreneurial and optimistic. We seek to create a corporate culture that fosters and rewards excellence, encourages creative thinking and respects diversity - an environment where team members are engaged, supportive of one another and enthusiastic about serving our customers. Bank of the West offers the stability of a company that has a 135 year history and is part of BNP Paribas, a European leader in global banking and financial services and one of the 6 strongest banks in the world. We offer opportunities across our diverse business lines - Retail Banking, Commercial Banking, National Finance, and Wealth Management. Job Description Summary Responsible for contributing to unit's growth and profitability by providing marketing, portfolio management and credit support for senior relationship managers and relationship managers. May manage a portfolio of less complex relationships. Generally targets companies with sales of less than $50 million Essential Job Functions + Provides historical financial analysis for CRs and other purposes. + Maintains credit compliance including monitoring documentation and providing regular financial analysis. Identifies potential problem loans. + Prepares CRs. + Prepares all internal documentation required. + Prepares financial models including obtaining and analyzing all necessary financial data using specialized commercial credit analysis software. + Researches market for prospective clients. May prepare business development plan. Makes joint calls on customers and prospects. + Prepares marketing materials and participates in presentation. + May manage a portfolio of less complex commercial banking relationships providing consultative advice and products and services to meet customers' needs and enhance and expand banking relationships. Other Job Duties + Promotes good customer relations and identifies opportunities to refer customers and/or potential customers to other units of the bank to provide cross-sell opportunities that meet the Bank's and customer's needs. + Performs other duties as assigned. * LI-TW1 **Qualifications** Required Experience + Requires advanced knowledge of job area typically obtained through advanced education combined with experience. + May have practical knowledge of project management. Education + Bachelor's Degree Skills + Some experience in commercial lending. + Some knowledge of commercial lending policies, procedures, practices and documentation. + Good knowledge of accounting, financial statement and cash flow analysis, and financial model analysis and presentation. + Fundamental knowledge of financial services used by commercial customers. + Limited knowledge of capital markets. + Documentation knowledge. + Financial analysis skills. + Written and verbal communication skills. Equal Employment Opportunity Policy Bank of the West is an Equal Opportunity employer and proud to provide equal employment opportunity to all job seekers without regard to any status protected by applicable law. Bank of the West is also an Affirmative Action employer - Minority / Female / Disabled / Veteran. Bank of the West will consider for employment qualified applicants with criminal histories pursuant to the San Francisco Fair Chance Ordinance subject to the requirements of all state and federal laws and regulations. **Job:** Sales and Sales Related **Location:** United States-Oregon-Portland **Requisition ID:** 040185  Job Classification: Loan Officers  Access our   statewide   or   regional   occupation report for more information about wages,   employment outlooks, skills, training programs, related occupations, and more.  Compensation  Salary:   Not Provided  Job Requirements  Experience Required: See Job Summary  Education Required: None Minimum Age: N/A  Gender: N/A"
234,Nike,"Principal Data Scientist Demand Sensing, Enterprise Data & Analytics","Beaverton, OR",,"199,000","At Nike, we serve athletes. Fueled by the insights of the world's best, we design and create products to elevate human potential on a global scale. And it's on us, the Global Operations Team (GOT), to help bring this mission to life.   We are a diverse lineup of thousands spread across the globe. Together, we are building a smarter, more connected and automated value chain. And we are looking for world-class talent like you to contribute to this journey.   Nike is looking for a Principal Data Scientist who can lead and grow teams of machine learning engineers and data scientists to deliver high quality advanced analytics solutions to customers across our business. You will work on a variety of complex business problems specifically focused on inventory optimization, demand sensing and forecasting. You will lead teams test new and interesting hypotheses, explore new methods to increase the forecast accuracy, and extract signals from new data. You will leverage big data, parallel processing technologies, advanced analytics, machine learning, and deep learning techniques to quantitatively plan product demand, allocate resources, and target the right customers with the best products. You will foster partnerships with best of breed open source communities, commercial vendors, and universities. Above all, your work will accelerate Nike's core mission of serving Athletes*.   What youll do  Collaborate with key stakeholders to explore opportunities to develop data driven solutions by developing and utilizing statistical modeling and machine learning algorithms Translate ambiguous statements into structured problem statements and testable hypotheses Analyze and profile available, reliable, and relevant data (internal and external) to uncover insights in support of scalable solutions Select and validate appropriate models to discover meaningful patterns and insights for a wide variety of business problems Define and track model accuracy, ensuring model relevance and reliability; enhance the model as needed Create clear and structured deliverables to communicate meaningful insights and prescribe actionable data driven business solution recommendations Build trust and drive business adoption by demystifying solution intricacies for stakeholders Collaborate with a team of data scientists, solutions delivery managers, engineers, and business stakeholders to take an opportunity or pain point from concept to scaled solution Create awareness of industry and technology trends as well as emerging tools & techniques relevant to the discipline, encouraging application within Nike Cultivate a continuous learning environment within the organization and advanced analytics community through persistent development of new skills and sharing of knowledge through mentorships and contributions to the open source community Define and establish best practices Influence and drive the strategy for one or more products; identify requirements, create development plans and interface with business stakeholders Lead the teams development and application of new methodologies; identify and solve for roadblocks Qualifications Who you are Thought leader Strong background in mathematics, statistics, or a related field Expert knowledge of applied data science Expert in machine learning algorithms and data science methods Expert in various programming and scripting languages Expert understanding and experience with CRISP-DM and Agile data   science framework Expert knowledge and experience with a diversity of tools and   platforms Proven experience creating new, useable algorithms Expert understanding of data structures and algorithms Expert understanding of solution and technical design Has a strong problem solving and analytical mindset Able to influence and communicate effectively, both verbally and   written, with team members, business stakeholders and leadership Able to quickly pick up new programming languages, technologies, and   frameworks"
235,Worksource Oregon,Sr. Data Reporting Analyst,"Portland, OR",,," Application Deadline: Open Until Filled Job Location: Portland  Date Posted: 09/06/2018 Hours Worked Per Week: 40  Shift:   Day Shift  Duration of Job: Full Time, more than 6 months You may contact this employer directly.  (Obtain the contact information to print or add to your jobs.)   Having difficulty using this button?  Job Summary: OVERVIEW   Data Reporting Analyst Sr.   Data & Technology Solutions   Portland, OR  RESPONSIBILITIES & REQUIREMENTS  Cambia Health Solutions is working to create a seamless and frictionless health care experience for consumers nationwide. This presents a unique challenge and opportunity for innovative solutions. Are you a Data Reporting Analyst* If so, Cambia Health needs you!   Serves as a data and analytic consultant for functional business areas by collecting and analyzing operation and financial data. Presents findings on any trends and assists business leaders with forecasting in support of evidence based decision making.  Responsibilities in this role will include: Provides analytical support to any or all divisions of the organization by mining data, conducting analysis, and interpreting results related to business needs. Develops methodologies and approaches to new tasks and projects through design and development of analytical models and reports. Proactively identify issues and concerns to management. Develops knowledge of health plan operations, health plan data sources and structures, and cost containment strategies. Identifies problems or needed changes, recommends resolution, and participates in quality improvement efforts.  At Cambia, we advocate for transforming the health care system. You aren t satisfied with the status quo and neither are we. We're looking for individuals who are as passionate as we are about transforming the way people experience health care. We offer a competitive salary and a generous benefits package. We are an equal opportunity employer dedicated to workforce diversity and a drug and tobacco-free workplace. All qualified applicants will receive consideration for employment without regard to race, color, national origin, religion, age, sex, sexual orientation, gender identity, disability, protected veteran status or any other status protected by law. A drug screen and background check is required.   Cambia s portfolio of companies spans health care information technology and software development; retail health care; health insurance plans that carry the Blue Cross and Blue Shield brands; pharmacy benefit management; life, disability, dental, vision and other lines of protection; alternative solutions to health care access; and free-standing health and wellness solutions.   We have a century of experience in developing and providing health solutions to serve our members. We had our beginnings in the logging communities of the Pacific Northwest as innovators in helping workers afford health care. That pioneering spirit has kept us at the forefront as we build new avenues to improve access to and quality of health care for the future.   Employer's Job# 2018-24948   Please visit job URL for more information about this opening and to view EOE statement.  Job Classification: Management Analysts  Access our   statewide   or   regional   occupation report for more information about wages,   employment outlooks, skills, training programs, related occupations, and more.  Compensation  Salary: Depending on Experience, Negotiable  Job Requirements  Experience Required: At least 7 years  Education Required: Bachelors Minimum Age: N/A  Gender: N/A"
236,XPO Logistics,Senior Business Analyst - Oracle Financials,"Portland, OR",,"86,000"," Senior Business Analyst - Oracle Financials  Requisition Id:   43609  Business Unit:   Corporate  Location: Portland, OR, US, 97209 #job-location.job-location-inline {   display: inline;   } Logistics done differently.  XPO Logistics provides cutting-edge supply chain solutions to the world's most successful companies and we’re constantly looking for superior talent to keep our operation running smoothly. As the Senior Business Analyst, you will offer expertise in problem-solving and analysis, process mapping, and reengineering to ensure that best practices are being achieved in process, technology, and organizational design. We will equip you with the best tools in the industry to grow and develop to a level that will exceed your expectations and help you reach the goals you set for yourself, your colleagues, your career, and your customers.  Pay, benefits and more.  We are eager to attract the best, so we offer competitive compensation and a generous benefits package, including full health insurance (medical, dental and vision), 401(k), life insurance, disability and the opportunity to participate in a company incentive plan.  What you’ll do on a typical day: Communicate and collaborate with stakeholders to elicit detailed business requirements using a variety of techniques to include interviews, document analysis, requirements workshops, business process workflows, value stream mapping, prototypes, storyboards, and user case scenarios Develop work plans, completion of deliverables, definition of overall approaches, and mobilization efforts for each initiative Provide subject matter expertise to support business requirement definition, process design, implementation of processes, organizational change, and timing for impacted processes across all work teams Evaluate business requirements, decompose high-level information into functional requirements, validate that requirements are based on business needs rather than user preferences, reconcile conflicts, and then document the functional requirements Collaborate with counterparts in Information Technology to define and implement solutions and troubleshoot production issues What you need to succeed at XPO:  At a minimum, you’ll need:  Bachelor's Degree in Accounting, Computer Science, Management Information Systems, or a related field 4 years of applicable work experience Experience in operation support for Accounting and Financial Shared Service departments Hands-on experience in implementing or supporting one or more of the following Oracle applications in vR12: General Ledger, Receivables, Payables, Fixed Assets, Oracle Business Intelligence – Financial Analytics, Hyperion Experience in Oracle system administration functions, Oracle BI/XML Publisher  It’d be great if you also have:  Strong analytical skills, including a thorough understanding of how to translate business needs into actionable application and operations requirements Ability to work with a diverse group of work partners Be part of something big.  XPO provides cutting-edge supply chain solutions to the world's most successful companies, including Disney, Pepsi, L'Oréal, Toyota and many others. We’re the fastest-growing transportation company on the Fortune 500 list and we’re just getting started.   We are proud to be an Equal Opportunity/Affirmative Action employer. Qualified applicants will receive consideration for employment without regard to race, sex, disability, veteran, or other protected status.   The above statements are intended to describe the general nature and level of work being performed by people assigned to this classification. They are not intended to be construed as an exhaustive list of all responsibilities, duties, and skills required of personnel so classified. All employees may be required to perform duties outside of their normal responsibilities from time to time, as needed. Nearest Major Market:  Portland Oregon"
